reactant_A,reactant_B,label_str,label_int,identifier
Fc1c(F)c(I)c(F)c(F)c1I,CN(C)c1ccc(C=O)cc1,cocrystal,2,XIJYEX
CCCC[N](CCCC)(CCCC)CCCC,O=C([O])c1cc(cc(c1)C1=CC=CN1)C1=CC=CN1,salt,1,XIJZAV
CCCCC[N](CCCCC)(CCCCC)CCCCC,O=C([O])c1cc(cc(c1)C1=CC=CN1)C1=CC=CN1,solvate,4,XIJZID
CC(C)(C)c1ccc(O)cc1,C1CN2CN3CN1CN(C2)C3,cocrystal,2,XIKPIT
c1ccccc1,[N]1c2cc3N=C(Oc3cc2N(N=C1c1ccccc1)c1ccccc1)c1ccccc1,cocrystal,2,XIKPOY
CC(C)c1cc(C(C)C)c(C(=O)c2ccc(cc2)C(=O)[O])c(c1)C(C)C,[NH3]CC(C)N,salt,1,XIKSAO
CC(C)c1cc(C(C)C)c(C(=O)c2ccc(cc2)C(=O)[O])c(c1)C(C)C,[NH3]C1CCCCC1,salt,1,XIKSOC
C[NH](C)c1cccc2cccc(N(C)C)c12,Cc1ccc(cc1)S(=O)(=O)[N]c1c(cc(c2c([N]S(=O)(=O)c3ccc(C)cc3)c(cc(c12)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,salt,1,XIKVUI
ClC1=C(C2=NON=C2C(=C1N(=O)=O)[O])N(=O)=O,c1ccc(cc1)P(=[N]=P(c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,salt,1,XILCEC
Cc1[nH]cccc1,OC(C(=O)[O])(c1ccccc1)c1ccccc1,salt,1,XILSUH
O=C([O])c1cc(cc(c1)N(=O)=O)N(=O)=O,Nc1c[nH]ccc1,hydrate,3,XILTAO
O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,CNC(=O)c1c[nH]cc(Br)c1,salt,1,XILVAQ
Clc1ccc(cc1)C(=O)[O],[NH2]1CCCCCC1,salt,1,XIMBZA
Brc1ccc(cc1)C(=O)[O],[NH2]1CCCCCC1,salt,1,XIMBZB
CCCC[N](CCCC)(CCCC)CCCC,O=N(=O)c1cc(c([O])c(c1)C1=CC=CS1)C1=CC=CS1,salt,1,XIMGOT
CCCN1c2cccc3N(CCC)c4cccc5[n](CCC)c6cccc1c6c(c23)c45,O=N(=O)c1cc(c([O])c(c1)C1=CC=CS1)C1=CC=CS1,salt,1,XIMHAG
CC(C)c1cccc(C(C)C)c1N1C=CN(C1=[P]=C1N(C)C(=C(C)N1C)C)c1c(cccc1C(C)C)C(C)C,FC(F)(F)S(=O)(=O)[O],solvate,4,XIMHOT
OC(=O)C=CC(=O)[O],C[NH2]Cc1ccccc1,salt,1,XIMJIN
FC(F)(F)S(=O)(=O)[O],COc1ccc2nccc(C(NS(=O)(=O)c3cccc4cccnc34)C3CC4CC[NH]3CC4C=C)c2c1,salt,1,XIMKIR
[NH4],O=C1NC(=O)C(=N[O])C(=O)N1,salt,1,XIMKUA
[NH3]C(C)c1ccc(C)cc1,CCC12CCc3cc(ccc3C1(O)CC2)C(=O)[O],salt,1,XIMLAH
c1ccccc1,Oc1ccc(cc1)C(c1ccc(O)cc1)c1ccc(Br)cc1,cocrystal,2,XIMNOW
FC(F)(F)C(=O)[O],C[NH2]C1CC(OC(C)C1O)c1ccc2C(=O)C3=C(SC(=C3C(=O)c2c1O)C)C(C)=O,hydrate,3,XINDOQ
[NH3]CCN,COc1cccc(c1)N1CCN(CC1)C1=Nc2c(F)cccc2C(CC(=O)[O])N1c1cc(ccc1OC)C(F)(F)F,hydrate,3,XINFAF
Cc1ccccc1,CC(C)(C)c1ccc2N3c4cc5C(=O)c6cc(cc7c8cc(ccc8N(c5cc4C(=O)c4cc(cc(c2c1)c34)C(C)(C)C)c67)C(C)(C)C)C(C)(C)C,cocrystal,2,XINFUZ
CC(C1CCC(C)(N(=O)=O)C2(C(=O)C=C(C)C2=C1)N(=O)=O)C(O)=O,c1ccncc1,cocrystal,2,XINNEN
CC1([NH2]CC[NH2]C1(C)c1ccccn1)c1ccccn1,FC(F)(F)S(=O)(=O)[O],salt,1,XINREU
OC(=O)C=CC(=O)[O],[NH3]Cc1ccccc1,salt,1,XINSAO
OC(=O)C1(CCC1)C(=O)[O],Nc1[nH]cccc1,salt,1,XINSES
[NH3]Cc1ccccc1,OC(=O)C1(CCC1)C(=O)[O],salt,1,XINSIW
[NH3]N,O=C1ON=C(N1[N]N(=O)=O)C1=NOC(=O)N1[N]N(=O)=O,salt,1,XINWAW
O=C1ON=C(N1[N]N(=O)=O)C1=NOC(=O)N1[N]N(=O)=O,[NH4],salt,1,XINWIE
C[P](C)(C)P(C)(C)=S,FC(F)(F)S(=O)(=O)[O],salt,1,XIPCIJ
FC(F)(F)S(=O)(=O)[O],CN(C)c1cc[n](cc1)P(C)(C)=S,salt,1,XIPCOP
O=C([O])c1cc(cc(c1)N(=O)=O)N(=O)=O,Oc1cccc2ccc[nH]c12,hydrate,3,XIPCUU
F[P](F)(F)(F)(F)F,COc1cc(C[n]2ccc(cc2)c2cc[n](Cc3cc(OC)c(OC)c(OC)c3)cc2)cc(OC)c1OC,solvate,4,XIPDIK
CN1C(=O)N(C)C2=C(NC=N2)C1=O,CCN(CC)C(=O)C(=Cc1cc(O)c(O)c(c1)N(=O)=O)C#N,hydrate,3,XIPNOC
NC(=O)c1ccncc1,CCN(CC)C(=O)C(=Cc1cc(O)c(O)c(c1)N(=O)=O)C#N,cocrystal,2,XIPNUI
CCN(CC)C(=O)C(=Cc1cc(O)c(O)c(c1)N(=O)=O)C#N,NC(=O)c1cnccn1,cocrystal,2,XIPPAQ
C[N]1=C2N(C=C1)c1ccccc1N1C=C[N](=C1P2(=O)C(C)(C)C)C,FC(F)(F)S(=O)(=O)[O],solvate,4,XIPRAR
FC(F)(F)S(=O)(=O)[O],C[N]1=C2N(C=C1)c1ccccc1N1C=C[N](=C1P2C(C)(C)C)C,salt,1,XIPRIZ
Fc1c(F)c(I)c(F)c(F)c1I,CC(O)=C(C(C)=O)c1ccncc1,cocrystal,2,XIPSEW
c1cnccn1,OC(=O)c1c(O)cc(O)cc1O,cocrystal,2,XIPTOG
OC(=O)c1c(O)cc(O)cc1O,c1ccc2nc3ccccc3nc2c1,cocrystal,2,XIPVAU
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,O=N(=O)c1ccc(Oc2nc(Oc3ccc(cc3)N(=O)=O)nc(Oc3ccc(cc3)N(=O)=O)n2)cc1,cocrystal,2,XIPXEZ
[NH3]CCCCCCCCCC,CC(CCC(=O)[O])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,hydrate,3,XIPZOM
C1SCc2cc3c(ccc4Sc5ccc6Sc7ccc8sc1cc8c7c6c5c34)s2,c1ccccc1,cocrystal,2,XIPZUR
[NH3]CCCCCCCCCCCCCC,CC(CCC(=O)[O])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,hydrate,3,XIQBAB
[NH3]CCCCCCCCCCCCCCCC,CC(CCC(=O)[O])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,hydrate,3,XIQBEF
F[P](F)(F)(F)(F)F,C[N]1=CN(Cc2ccccc2P(c2ccccc2)c2ccccc2)C=C1,salt,1,XIQFAH
n1nn[cH]n1,CCNC(=[NH]CC)c1ccc(Br)cc1,salt,1,XIQFEI
n1nn[cH]n1,CCNC(=[NH]CC)c1ccc(Br)cc1,solvate,4,XIQFIM
O=C([O])c1ccccc1,CCNC(=[NH]CC)c1ccc(Br)cc1,hydrate,3,XIQFOS
CCC1(CC)CC(C)(C)[N](=C1)c1c(cccc1C(C)C)C(C)C,FC(F)(F)S(=O)(=O)[O],salt,1,XIQHEO
F[P](F)(F)(F)(F)F,COc1ccc([CH]C2=C3C(=CC=C(C=C3C(=C2)C)C(C)C)C)cc1,salt,1,XIQJAJ
F[P](F)(F)(F)(F)F,COc1cccc([CH]C2=C3C(=CC=C(C=C3C(=C2)C)C(C)C)C)c1,salt,1,XIQJIR
CCOC(=O)C1=C2NC(=C(C(=O)OCC)C3=NC(=C(C(=O)OCC)C4=CC=C(N4)C(=C4C=CC1=N4)C(=O)OCC)C=C3)C=C2,CCOC(=O)C1=C2C=CC(=N2)C(=C2NC(=C(C(=O)OCC)C3=NC(=C(C(=O)OCC)C4=CC=C1N4)C=C3)C=C2)C(=O)OCC,cocrystal,2,XIQKUG
CC(C)c1cccc(C(C)C)c1Nc1ccccn1,Cc1ccccc1,cocrystal,2,XIQMUG
COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1)N1CCC(CC1)N1CC[NH](C)CC1,OC(=O)CC(O)(CC(=O)[O])C(=O)[O],hydrate,3,XIQPAS
BrBr[Br],CCC1=C(Br)C(C)O[S]1(=O)c1ccc(Br)cc1,salt,1,XIQTIB
FC(F)(F)S(=O)(=O)[O],CC(C)c1cccc(C(C)C)c1N1C=C(CN2C=C[N](=C2)C)[N](=N1)C,salt,1,XIRCUY
Nc1ccccc1C(O)=O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,hydrate,3,XIRKUG
NC(=[NH2])C(O)(O)C(N)=[NH2],O=S(=O)([O])[O],hydrate,3,XIRTIF
Fc1c(I)c(F)c(I)c(F)c1I,C1c2cc(ccc2c2ccc(cc12)c1ccncc1)c1ccncc1,cocrystal,2,XIRVAZ
c1ccc(cc1)P(=[N]=P(c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,S=C([S])N(c1ccccn1)c1ccccn1,salt,1,XIRYEE
c1ccccc1,CCOC1=CC(=CC21C=Cc1ccccc1N2CC)c1ccccc1,cocrystal,2,XIRZAZ
CC[NH2]CC,O=C1[N]C(=S)SC1=Cc1ccccc1,salt,1,XISCOT
CC(C)NC(C)C,O=C1NC(=S)SC1=Cc1ccccc1,cocrystal,2,XISCUZ
CCNCC,Clc1ccc(cc1)C=C1SC(=S)NC1=O,cocrystal,2,XISDAG
O=C1NC(=S)SC1C(Sc1ccccc1)c1ccccc1,CCNCC,cocrystal,2,XISDEK
c1ccc(cc1)C=Cc1ccncc1,IC#Cc1ccccc1C#CI,cocrystal,2,XISDUB
c1cc(ccn1)C=Cc1ccncc1,IC#Cc1ccccc1C#CI,cocrystal,2,XISFAJ
c1cc(ccn1)C#Cc1ccncc1,IC#Cc1ccccc1C#CI,cocrystal,2,XISFEN
ClC(Cl)(Cl)C(=O)[O],O=N(=O)c1ccc(cc1)S(=O)(=O)Nc1cc[nH]cc1,salt,1,XISLIV
Cc1cccc(C)c1NC([S])=C(C#N)S(=O)(=O)c1ccccc1,C1CC[N]2=C(CC1)NCCC2,salt,1,XISLOB
CN(C)C(=[NH2])N(C)C,O=C(c1ccccc1)c1cccc2cccc([O])c12,hydrate,3,XISNOF
CN(C)C(=[NH2])N(C)C,CC(=O)c1cccc2cccc([O])c12,salt,1,XISPAT
CN(C)c1ccncc1,CC(=O)c1cccc2cccc(O)c12,cocrystal,2,XISPEX
CCC(C)C(=O)c1cccc2cccc(O)c12,CN(C)c1ccncc1,cocrystal,2,XISPIB
CC(=O)c1c(ccc2cccc(O)c12)C(C)(C)C,CN(C)c1ccncc1,cocrystal,2,XISPOH
CC(C)(C)C1=C=C(C#Cc2[nH]c(ccc2)C#CC(=C=C(C#Cc2[nH]c(ccc2)C#C1)C(C)(C)C)C(C)(C)C)C(C)(C)C,FC(F)(F)S(=O)(=O)[O],hydrate,3,XISQAV
[NH2]1CC[NH2]CC1,OC(=O)c1cccnc1C(=O)[O],salt,1,XISREX
[NH3]C(C)c1ccccc1,OC(=O)CC(c1ccccc1)P(O)(=O)[O],hydrate,3,XISRIA
O=C(NC(Cc1ccccc1)C(=O)NCc1[nH]cccc1)Oc1ccc2ccccc2c1c1c(OC(=O)c2ccccc2)ccc2ccccc12,O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,solvate,4,XISVAX
CC[NH](CC)CC,Oc1ccccc1C(=O)N[N]C(=S)SCc1ccccc1,salt,1,XISVIF
OCC[NH2]CCO,Nc1ccccc1C(=O)[O],salt,1,XISVUT
[NH3]CCc1ccc(O)cc1,COc1ccc2cc(ccc2c1)C(C)C(=O)[O],salt,1,XISVUU
Nc1ccc(cc1)C(=O)[O],OCC[NH2]CCO,salt,1,XISWAA
CC1CCCCN1C(=O)[O],CC1[NH2]CCCC1,salt,1,XISWEE
N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,CC(C)(C)c1cc2ccc3cc(cc4ccc(c1)c2c34)C(C)(C)C,cocrystal,2,XISYOQ
CC(C)(C)c1cc2ccc3cc(cc4ccc(c1)c2c34)C(C)(C)C,N#Cc1cc(C#N)c(cc1C#N)C#N,cocrystal,2,XISYUW
CC(C)(C)c1cc2ccc3cc(cc4ccc(c1)c2c34)C(C)(C)C,O=N(=O)c1cccc(c1)N(=O)=O,cocrystal,2,XISZAD
CN(c1ccc2C(=[N](C)[N]c2c1)C)c1cc[nH]c(Nc2ccc(C)c(c2)S(N)(=O)=O)n1,FC(F)(F)c1cccc(Nc2ccccc2C(=O)[O])c1,solvate,4,XITBUB
CN(c1ccc2C(=[N](C)[N]c2c1)C)c1cc[nH]c(Nc2ccc(C)c(c2)S(N)(=O)=O)n1,FC(F)(F)c1cccc(Nc2ncccc2C(=O)[O])c1,salt,1,XITCEM
CC1(C)CCC(C)(C)C2=C1[NH]=C(N)S2,Brc1ccc(cc1)C(=O)[O],salt,1,XITGIT
CC1(C)CCC(C)(C)C2=C1[NH]=C(N)S2,O=C([O])c1cc(cc(c1)N(=O)=O)N(=O)=O,salt,1,XITGOZ
Fc1c(F)c(I)c(F)c(F)c1I,c1ccc2c(c1)ccc1c3ccccc3ccc21,cocrystal,2,XITHAN
[NH3]Cc1ccccc1,O=C([O])Cc1ccccc1,salt,1,XITKAP
[NH3]Cc1ccccc1,O=C([O])Cc1ccccc1,hydrate,3,XITKET
O=C([O])C1[NH2]CCC1,OC(=O)CSCc1ccccc1,cocrystal,2,XITMEW
O=C([O])C1[NH2]CCC1,OC(=O)CSCc1ccccc1,cocrystal,2,XITMIA
O=C([O])C1[NH2]CCC1,OC(=O)CSCc1ccccc1,cocrystal,2,XITMOG
NC(=O)c1ccncc1,OC(=O)CSCc1ccccc1,cocrystal,2,XITMUM
[NH3]CCC1=CNc2ccccc12,O=C([O])CSCc1ccccc1,salt,1,XITNAT
O=C1N([Br]N2C(=O)c3ccccc3C2=O)C(=O)c2ccccc12,CCCCCCCCCCCCCCCCCC[N](C)(C)CCCCCCCCCCCCCCCCCC,salt,1,XITPEY
OP(O)(=O)[O],CC1[NH2]CC(C)[NH2]C1,salt,1,XITPUM
c1ccccc1,CC(C)c1cccc(C(C)C)c1NC(=Nc1c(cccc1C(C)C)C(C)C)C#Cc1ccccc1,cocrystal,2,XITPUN
[NH3]Cc1ccccc1Cl,O=C([O])c1ccc2ccccc2c1,salt,1,XITREZ
[NH3]Cc1cccc(Cl)c1,O=C([O])c1ccc2ccccc2c1,salt,1,XITRID
[NH3]Cc1ccccc1Br,O=C([O])c1ccc2ccccc2c1,salt,1,XITROJ
O=C([O])c1ccc2ccccc2c1,[NH3]Cc1cccc(Br)c1,salt,1,XITRUP
O=C([O])c1ccc2ccccc2c1,[NH3]Cc1ccccc1C,salt,1,XITSAW
O=C([O])c1ccc2ccccc2c1,[NH3]Cc1cccc(C)c1,salt,1,XITSEA
Cc1ccccc1,c1ccc(cc1)[P](c1ccccc1)(c1ccccc1)c1[p]cc2ccccc12,cocrystal,2,XITYEE
S=P(c1ccccc1)(c1ccccc1)c1[p]c(c2ccccc12)[P](c1ccccc1)(c1ccccc1)c1ccccc1,Cc1ccccc1,cocrystal,2,XITYOO
OC(=O)c1cccc(c1)C(=O)[O],Nc1[nH]cnc2NC=Nc12,solvate,4,XIVBOV
Clc1cccc(c1)C(=O)[O],C1C[NH]2CC[NH]1CC2,salt,1,XIVDAJ
COc1ccc2nccc(C(C3CC4CC[NH]3CC4C=C)c3ccccc3)c2c1,S=C=[N],salt,1,XIVFAK
COC1=C(NC(=C1)C1=CN(N=N1)c1ccc(Cl)cc1)C=[NH]C1CCCCC1,CC(O)C(=O)[O],hydrate,3,XIVFOB
O=C([O])c1ccc2ccccc2c1c1c(ccc2ccccc12)C(=O)[O],[NH3]C(C([NH3])c1ccccc1)c1ccccc1,solvate,4,XIVGUF
CC(C)(C)[NH2]CC(O)c1cc(O)cc(O)c1,O=S(=O)([O])[O],hydrate,3,XIVHOA
I[I]I,Fc1c(F)c(F)c(C[n]2ccccc2)c(F)c1F,salt,1,XIVJET
Fc1c(F)c(F)c(C[n]2ccccc2)c(F)c1F,F[P](F)(F)(F)(F)F,salt,1,XIVJOD
C1COCCOCCOCCOCCOCCO1,OC(=O)c1cc(O)cc(c1)C(O)=O,hydrate,3,XIVLOD
C1COCCOCCOCCOCCOCCO1,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,hydrate,3,XIVMAQ
C1CN2CCN1CC2,IC(I)I,cocrystal,2,XIVRED
C1COc2ccccc2OCCOCCOc2ccccc2OCCO1,Cc1cc(ccc1N)N(=O)=O,cocrystal,2,XIVSIE
O=N(=O)[O],Oc1ccccc1C=NNC1=[NH]c2ccccc2C2=C(C1)c1cc(Br)ccc1N2,solvate,4,XIVSIF
Oc1ccc(cc1)C(=O)c1ccc(O)cc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,cocrystal,2,XIVTAX
[NH2]=C1NN=CS1,O=[Cl](=O)(=O)[O],salt,1,XIVZEJ
O=N(=O)[O],NC1=[NH]N=CS1,salt,1,XIWBAI
OP(O)(=O)[O],NC1=[NH]N=CS1,salt,1,XIWBEM
NC1=[NH]N=CS1,OS(=O)(=O)[O],salt,1,XIWBIQ
[NH2]=C1NN=CS1,OP(=O)[O],salt,1,XIWBOW
Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,CC1=CN=C(N1)c1ccccc1,cocrystal,2,XIWDAI
CCC1=NC=C(C)N1,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,solvate,4,XIWDEM
Oc1ccc2ccccc2c1c1c(O)ccc2ccccc12,CC1=CNC=N1,cocrystal,2,XIWDIQ
C1N2CN3CN1CN(C2)C3,Oc1c(Cl)cc(Cl)cc1CN(Cc1cc(Cl)cc(Cl)c1O)Cc1cc(Cl)cc(Cl)c1O,cocrystal,2,XIWHES
CN1CCCN2CCC[NH]=C12,OC(=O)[O],salt,1,XIWJIZ
CN1CC(=C(C#N)C1=[NH2])[O],Cl,cocrystal,2,XIWLEU
OC(=O)[O],C1C[NH]=C2CCCN2C1,salt,1,XIWRAZ
COc1cc2N3C4C5C(CC3=O)OCC=C3C[NH]6CCC4(C6CC53)c2cc1OC,O=C([O])C1C(C(=O)[O])c2cccc3cccc1c23,hydrate,3,XIWRUQ
ON=C1c2ccccc2N2C(=O)c3ccccc3N=C12,c1ccncc1,cocrystal,2,XIXGEU
N1C=[NH]C=N1,O=C(NN(=O)=O)[N]N(=O)=O,salt,1,XIXQUR
CN1C(=O)C=C([O])N(C)C1=O,[NH3]C,salt,1,XIXROM
CN1C(=O)N(C)C(=C(C1=O)C1(O)C(=O)N(C)C(=O)N(C)C1=O)[O],[NH3]C,hydrate,3,XIXRUS
CN1C(=O)N(C)C(=C(C1=O)C1=C([O])N(C)C(=O)N(C)C1=O)[O],[NH3]C,salt,1,XIXSAZ
N#Cc1ccncc1,OC(=O)c1cccc(Cl)c1,cocrystal,2,XIXTOQ
[nH]1ccccc1,Fc1cc(ccc1N(=O)=O)C(=O)[O],salt,1,XIXWIN
N#Cc1cccc(OCC[NH](CCOc2cccc(c2)C#N)CCOc2cccc(c2)C#N)c1,F[P](F)(F)(F)(F)F,solvate,4,XIYCIS
Nc1c(Cl)c[nH]cc1Cl,Oc1cccnc1C(=O)[O],hydrate,3,XIYCUH
CNC=O,OC(=O)c1ccc(cc1)N(=O)=O,cocrystal,2,XIYGUK
[NH3]c1ccccc1,O=C([O])c1ccc(cc1)N(=O)=O,salt,1,XIYHIZ
OC(=O)c1ccc(cc1F)N(=O)=O,c1ccncc1,cocrystal,2,XIYJIB
[NH3]c1ccccc1,Fc1cc(ccc1C(=O)[O])N(=O)=O,salt,1,XIYJOH
Cc1ccc2NC(=O)C(C3N(c4ccccc4)C4(C(=O)Nc5ccc(C)cc45)C(=C3Nc3ccccc3)C(=O)OC(C)(C)C)c2c1,COC(C)(C)C,cocrystal,2,XIYNAX
OC(=O)CCCCC(O)=O,OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F,cocrystal,2,XIYSAC
OC(=O)c1cccc(n1)C(O)=O,OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F,cocrystal,2,XIYSEG
[NH3]c1ccccc1F,Fc1ccccc1NC(=O)C(=O)[O],salt,1,XIYSII
OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F,OC(=O)C=CC(O)=O,hydrate,3,XIYSIK
OC(CC(O)=O)C(O)=O,OC(CN1C=NC=N1)(CN1C=NC=N1)c1ccc(F)cc1F,cocrystal,2,XIYSOQ
[NH4],Oc1c(ccc2ccccc12)C(=O)[O],salt,1,XIYTEF
c1ccccc1,Oc1ccccc1CN1C=Nc2ccccc12,cocrystal,2,XIYVOS
OCC(=O)[O],C1C[NH]2CCCN3CCCN(C1)CCCN(CCC2)CCC3,salt,1,XIYWEH
C[NH2]CC(=O)[O],OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,cocrystal,2,XIYWIM
NC(N)=[NH2],Oc1ccc(cc1)C(=O)[O],hydrate,3,XIYZEN
OC(C(=O)[O])c1ccccc1,C[NH](C)CC1CCOC1(c1ccccc1)c1ccccc1,salt,1,XIZBER
OC(C(=O)[O])c1ccccc1,C[NH](C)CC1CCOC1(c1ccccc1)c1ccccc1,salt,1,XIZBIV
N1C=CN=N1,O=N(=O)C(C1=NNC(=N1)C1=NC(=NN1)C(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,cocrystal,2,XIZCER
CC(C)(C)c1ccc(cc1)C(=O)[O],[NH3]CC([NH3])C,salt,1,XIZNOJ
CC(C)(C)c1ccc(cc1)C(=O)[O],[NH3]CCC[NH3],hydrate,3,XIZPEB
C[NH](C)C(C)CN1c2ccccc2Sc2ccccc12,OC(=O)C(=O)[O],salt,1,XIZPEE
CN(C)C(=[N](C)C)C(N(C)C)=[N](C)C,n1snc2n[s]nc12,salt,1,XIZRUU
CN(C)c1ccc(cc1)N(C)C,IC(I)I,cocrystal,2,XIZSOS
CN(C)c1ccc(cc1)N(C)C,IC(I)I,solvate,4,XIZSUY
C[N](C)(C)C,CS(=O)(=O)[N]S(C)(=O)=O,salt,1,XIZZEP
CS(=O)(=O)[N]S(C)(=O)=O,CCCCN1C=C[N](=C1)C,salt,1,XIZZUF
OC(=O)c1ccccc1O,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,cocrystal,2,XOBCAT
OC(=O)CC(O)=O,NC(=O)N1c2ccccc2C=Cc2ccccc12,cocrystal,2,XOBCEX
CC1=CC(=NC(N1)=[NH]S(=O)(=O)c1ccc(N)cc1)C,O=C1[N]S(=O)(=O)c2ccccc12,salt,1,XOBCOH
O=C1NS(=O)(=O)c2ccccc12,CN1C(=O)N(C)C2=C(NC=N2)C1=O,cocrystal,2,XOBCUN
O=[Cl](=O)(=O)[O],[NH2]1CCN2CCNCc3ccc(C[NH2]CCN(CCNCc4ccc(C1)cc4)CCNCc1ccc(CNCC2)cc1)cc3,hydrate,3,XOBFEA
OCC[NH](CCO)CCO,O=C([O])CS(=O)C(c1ccccc1)c1ccccc1,hydrate,3,XOBFIE
CC(=O)[O],C1C[NH]=C2CCCN2C1,salt,1,XOBGED
OC1(C2COCCN2C1=O)c1ccccc1,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,cocrystal,2,XOBGIF
CC(=O)[O],CN1CCCN2CCC[NH]=C12,salt,1,XOBGIH
O=C(N1CCCCC1)C(=O)c1ccccc1,OC(c1ccccc1)(c1ccccc1)C(O)(c1ccccc1)c1ccccc1,cocrystal,2,XOBGUR
O=C(N1CCOCC1)C(=O)c1ccccc1,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,cocrystal,2,XOBHAY
OC1(C2CCCCN2C1=O)c1ccccc1,OC(c1ccccc1)(c1ccccc1)C(O)(c1ccccc1)c1ccccc1,cocrystal,2,XOBHEC
C[N](C)(C)CC(=O)[O],OC(=O)CC(O)(CC(O)=O)C(O)=O,cocrystal,2,XOBHIF
CCCCC(O)(P(O)(=O)[O])P(O)(=O)=O,C[NH2]C,salt,1,XOBMIK
C[NH2]C,OC(CCCCCCC(O)(P(O)(O)=O)P(O)(=O)[O])(P(O)(O)=O)P(O)(=O)[O],hydrate,3,XOBMOQ
CC=CC=CC(O)=O,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,cocrystal,2,XOBROW
CC=CC1C(C(C=CC)C1C(O)=O)C(O)=O,OC(C#CC#CC(O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,cocrystal,2,XOBRUC
Fc1c(F)c(I)c(F)c(F)c1I,COc1cc(C=C(C#N)c2ccncc2)c(OC)cc1C=C(C#N)c1ccncc1,cocrystal,2,XOBSOA
C1CSC(SC1)=C1SC2=C(S1)SC(S2)=C1SCCS1,F[P](F)(F)(F)(F)F,salt,1,XOBTAJ
CC[N](CC)(CC)Cc1ccccc1Br,OC(CC(c1ccccc1Br)S(=O)(=O)[O])c1ccccc1,salt,1,XOBVOC
N#CC(C#N)=C1C=CC(C=C1)=[C](C#N)C#N,Brc1ccc(C[n]2ccccc2)cc1,salt,1,XOBWER
C[NH2]C,CCOC(=O)C(=CC1=C([O])C(C)(C)N(C)S1(=O)=O)C#N,hydrate,3,XOBYAR
F[P](F)(F)(F)(F)F,N#Cc1ccc2[n](c3ccccc3)c3ccc(cc3c(c3ccccc3)c2c1)C#N,salt,1,XOCDAY
[NH3]c1ccc(OC)cc1,OC(=O)c1cccc(n1)C(=O)[O],salt,1,XOCMEK
C[NH]1CCN(CC1)c1c(F)cc2C(=O)C(=CN3C(C)COc1c23)C(O)=O,OC(=O)CC(O)(CC(=O)[O])C(O)=O,salt,1,XOCVUK
CN(=O)=O,Oc1ccc(cc1)C(c1ccc(O)cc1)c1ccc(cc1)C(c1ccc(O)cc1)c1ccc(O)cc1,cocrystal,2,XODCEZ
Cc1cc(cc(C)c1O)C(c1ccc(cc1)C(c1cc(C)c(O)c(C)c1)c1cc(C)c(O)c(C)c1)c1cc(C)c(O)c(C)c1,CN(=O)=O,cocrystal,2,XODCOJ
NC(N)=[NH2],NC(=N)[C](N(=O)=O)N(=O)=O,salt,1,XODDUQ
Nc1ccccc1S(=O)(=O)[O],[NH3]C(C)(C)CC(C)(C)C,salt,1,XODFED
Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O,OC(=O)c1cc(O)cc(O)c1,hydrate,3,XODPEN
OC(=O)c1cc(O)cc(O)c1,Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O,cocrystal,2,XODPIR
NC(N)=O,Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O,cocrystal,2,XODPOX
O=[Cl](=O)(=O)[O],C[n]1cccc(c1)C#N,salt,1,XODRAL
NC(=O)c1ccc(cc1)C#C,OC(=O)c1c(F)c(F)c(N=[N]=[N])c(F)c1F,cocrystal,2,XODWAR
